sample_id,media_type,edge_blending_score,facial_symmetry_deviation,lighting_inconsistency,ela_difference_mean,fft_high_freq_ratio,noise_pattern_residual,color_space_variance,temporal_jitter,blink_rate_anomaly,is_synthetic,synthetic_confidence,trust_score,risk_level,verdict
MED-11136,Image,0.1929,0.8426,0.9327,38.634,0.214,0.5985,0.3948,0.0,0.0,1,0.9467,12,CRITICAL,Deepfake Detected
MED-11137,Image,0.1765,0.7033,0.6744,64.598,0.1634,0.8623,0.4652,0.0,0.0,1,0.8144,9,CRITICAL,Deepfake Detected
MED-11138,Image,0.4255,0.1682,0.1888,11.801,0.4682,0.0401,0.1026,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-11139,Video,0.8395,0.0295,0.2402,3.132,0.4955,0.163,0.0,0.1668,0.1412,0,0.123,86,LOW,Authentic Content
MED-11140,Video,0.2852,0.1617,0.1938,5.781,0.4974,0.1449,0.2813,0.0266,0.1205,0,0.1766,81,LOW,Authentic Content
MED-11141,Video,0.3745,0.7175,0.7228,20.113,0.1584,0.6905,0.7942,0.6925,0.7938,1,0.9664,5,CRITICAL,Deepfake Detected
MED-11142,Video,0.0674,0.6681,0.7836,59.102,0.0969,0.7741,0.6457,0.5785,0.6661,1,0.9423,11,HIGH,Deepfake Detected
MED-11143,Video,0.5128,0.5613,0.7494,30.911,0.2262,0.7653,0.6444,0.8045,0.5643,1,0.9433,5,CRITICAL,Deepfake Detected
MED-11144,Video,0.6405,0.2473,0.1665,9.471,0.6274,0.0948,0.2638,0.1007,0.195,0,0.0233,99,LOW,Authentic Content
MED-11145,Video,0.1651,0.6479,0.6073,35.382,0.1564,0.7381,0.6169,0.5882,0.6445,1,0.8815,12,CRITICAL,Deepfake Detected
MED-11146,Image,0.4145,0.6042,0.6445,49.738,0.0008,0.4191,0.5671,0.0,0.0,1,0.99,5,CRITICAL,Deepfake Detected
MED-11147,Image,0.9141,0.2838,0.2633,3.088,0.4295,0.1423,0.1869,0.0,0.0,0,0.1074,90,LOW,Authentic Content
MED-11148,Video,0.7186,0.0113,0.0796,12.082,0.4681,0.1516,0.203,0.0307,0.1584,0,0.0367,99,LOW,Authentic Content
MED-11149,Video,0.238,0.4568,0.748,21.428,0.3763,0.8829,0.8397,0.6312,0.7826,1,0.8041,24,CRITICAL,Deepfake Detected
MED-11150,Image,0.9691,0.0421,0.0823,4.755,0.5559,0.1166,0.1925,0.0,0.0,0,0.0497,95,LOW,Authentic Content
MED-11151,Video,0.5615,0.142,0.2777,12.516,0.6638,0.0869,0.155,0.1437,0.1161,0,0.0779,89,LOW,Authentic Content
MED-11152,Video,0.2625,0.738,0.5993,23.562,0.1864,0.7883,0.5889,0.5751,0.5305,1,0.7866,25,CRITICAL,Deepfake Detected
MED-11153,Image,0.8483,0.2387,0.1251,10.609,0.4203,0.239,0.136,0.0,0.0,0,0.0271,99,LOW,Authentic Content
MED-11154,Video,0.3646,0.8838,0.646,43.498,0.1958,0.8305,0.7192,0.6547,0.4723,1,0.99,5,CRITICAL,Deepfake Detected
MED-11155,Image,0.8201,0.1118,0.0034,9.721,0.4795,0.1571,0.2096,0.0,0.0,0,0.0194,98,LOW,Authentic Content
MED-11156,Video,0.4602,0.0689,0.081,8.305,0.3705,0.1087,0.2344,0.0788,0.0,0,0.16,85,LOW,Authentic Content
MED-11157,Video,0.7101,0.233,0.2042,3.384,0.5686,0.136,0.1561,0.0599,0.1526,0,0.0754,90,LOW,Authentic Content
MED-11158,Video,0.2014,0.6216,0.8225,45.998,0.2157,0.468,0.6776,0.6083,0.79,1,0.767,33,HIGH,Deepfake Detected
MED-11159,Video,0.0962,0.5546,0.4946,34.094,0.2698,0.755,0.5798,0.545,0.6415,1,0.8609,8,HIGH,Deepfake Detected
MED-11160,Image,0.9571,0.1996,0.1635,7.264,0.6343,0.0879,0.2207,0.0,0.0,0,0.0722,99,LOW,Authentic Content
MED-11161,Video,0.7625,0.0439,0.2187,5.837,0.4144,0.1665,0.3236,0.0762,0.1684,0,0.0927,92,LOW,Authentic Content
MED-11162,Image,0.8655,0.0768,0.0711,2.902,0.2852,0.1267,0.0,0.0,0.0,0,0.1083,91,LOW,Authentic Content
MED-11163,Image,0.1756,0.712,0.9022,56.894,0.3002,0.5224,0.6709,0.0,0.0,1,0.9006,6,HIGH,Deepfake Detected
MED-11164,Image,0.8071,0.223,0.1824,3.271,0.46,0.1627,0.1063,0.0,0.0,0,0.2085,79,LOW,Authentic Content
MED-11165,Image,0.2907,1.0,0.9044,50.312,0.0688,0.6829,0.7251,0.0,0.0,1,0.9093,5,CRITICAL,Deepfake Detected
MED-11166,Image,0.8792,0.1628,0.2735,4.014,0.3646,0.0971,0.056,0.0,0.0,0,0.1152,80,LOW,Authentic Content
MED-11167,Video,0.4687,0.6959,0.6085,24.076,0.2264,0.7727,0.7343,0.5687,0.7258,1,0.99,11,HIGH,Deepfake Detected
MED-11168,Image,0.0606,0.73,0.7657,35.103,0.2017,0.7254,0.6682,0.0,0.0,1,0.99,5,HIGH,Deepfake Detected
MED-11169,Image,0.248,0.8565,0.5964,55.819,0.197,0.6385,0.4082,0.0,0.0,1,0.739,27,CRITICAL,Deepfake Detected
MED-11170,Image,0.3297,0.0,0.1563,4.077,0.4139,0.2026,0.2161,0.0,0.0,0,0.0221,95,LOW,Authentic Content
MED-11171,Image,0.5251,0.1248,0.2652,9.442,0.5908,0.1407,0.1254,0.0,0.0,0,0.1527,87,LOW,Authentic Content
MED-11172,Video,0.1851,0.679,0.7167,32.267,0.3106,0.6974,0.5914,0.6899,1.0,1,0.7368,22,HIGH,Deepfake Detected
MED-11173,Image,0.7721,0.1757,0.1136,10.73,0.6273,0.0549,0.2704,0.0,0.0,0,0.063,96,LOW,Authentic Content
MED-11174,Video,0.8471,0.1062,0.1649,6.89,0.565,0.1986,0.0666,0.0291,0.115,0,0.0912,87,LOW,Authentic Content
MED-11175,Video,0.5447,0.1605,0.2783,8.049,0.453,0.1547,0.265,0.1572,0.1179,0,0.1085,92,LOW,Authentic Content
MED-11176,Image,0.1886,0.6202,0.4935,30.834,0.1503,0.789,0.5272,0.0,0.0,1,0.9894,5,HIGH,Deepfake Detected
MED-11177,Image,0.9046,0.2398,0.1729,6.599,0.5387,0.1233,0.2194,0.0,0.0,0,0.01,94,LOW,Authentic Content
MED-11178,Image,0.2076,0.8971,0.8981,23.402,0.2066,0.5547,0.5967,0.0,0.0,1,0.9553,15,CRITICAL,Deepfake Detected
MED-11179,Video,0.2336,0.6742,0.8953,31.649,0.2568,0.9047,0.4823,0.6808,0.7625,1,0.7425,18,HIGH,Deepfake Detected
MED-11180,Image,0.6319,0.1638,0.1938,11.251,0.5259,0.1488,0.2573,0.0,0.0,0,0.0497,96,LOW,Authentic Content
MED-11181,Image,0.6772,0.1486,0.0356,8.31,0.5276,0.1346,0.1525,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-11182,Image,0.1904,0.6126,0.5845,44.185,0.1318,0.6762,0.6293,0.0,0.0,1,0.7913,14,CRITICAL,Deepfake Detected
MED-11183,Video,0.2171,0.652,0.8434,45.295,0.1388,0.4833,0.4215,0.7976,0.7181,1,0.8715,6,HIGH,Deepfake Detected
MED-11184,Image,0.1202,0.6221,0.8951,31.026,0.2113,0.6894,0.5391,0.0,0.0,1,0.6594,31,CRITICAL,Deepfake Detected
MED-11185,Image,0.4908,0.5428,0.878,5.406,0.0213,0.7344,0.6432,0.0,0.0,1,0.7862,32,HIGH,Deepfake Detected
MED-11186,Video,0.205,0.6757,0.4398,32.746,0.0853,0.7604,0.4857,0.3383,0.4317,1,0.8949,8,CRITICAL,Deepfake Detected
MED-11187,Image,0.3422,0.18,0.2209,10.13,0.4988,0.0857,0.1905,0.0,0.0,0,0.1101,80,LOW,Authentic Content
MED-11188,Video,0.3269,0.8885,0.6584,59.973,0.181,0.6008,0.582,0.6839,0.7988,1,0.8271,27,CRITICAL,Deepfake Detected
MED-11189,Video,0.5045,0.733,0.6506,38.996,0.1963,0.719,0.7894,0.3456,0.5192,1,0.6058,37,CRITICAL,Deepfake Detected
MED-11190,Image,0.718,0.1191,0.1979,5.24,0.4545,0.109,0.1176,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-11191,Image,0.4162,0.4255,0.5181,6.735,0.1509,0.6282,0.7337,0.0,0.0,1,0.9487,5,CRITICAL,Deepfake Detected
MED-11192,Video,0.8631,0.0266,0.2597,9.821,0.554,0.1456,0.1452,0.0497,0.1223,0,0.1497,91,LOW,Authentic Content
MED-11193,Video,0.2637,0.4798,0.7026,58.133,0.2458,0.5023,0.5713,0.4698,0.6906,1,0.9541,7,CRITICAL,Deepfake Detected
MED-11194,Image,0.8084,0.3048,0.1084,10.852,0.5702,0.1442,0.272,0.0,0.0,0,0.0634,94,LOW,Authentic Content
MED-11195,Image,0.8822,0.2964,0.1343,3.579,0.6544,0.0753,0.1029,0.0,0.0,0,0.1033,95,LOW,Authentic Content
MED-11196,Video,0.8189,0.1579,0.1952,4.139,0.4968,0.1094,0.3101,0.1098,0.0973,0,0.0713,92,LOW,Authentic Content
MED-11197,Image,0.4751,0.8402,0.8252,37.867,0.0621,0.684,0.5375,0.0,0.0,1,0.9055,12,HIGH,Deepfake Detected
MED-11198,Image,0.1893,0.848,0.747,48.027,0.1971,0.4565,0.6163,0.0,0.0,1,0.8756,15,CRITICAL,Deepfake Detected
MED-11199,Image,0.0738,0.6726,0.7911,25.256,0.2429,0.7094,0.5902,0.0,0.0,1,0.8321,17,HIGH,Deepfake Detected
MED-11200,Image,0.2907,0.7478,0.6887,36.135,0.2406,0.9313,0.5116,0.0,0.0,1,0.7382,33,CRITICAL,Deepfake Detected
MED-11201,Image,0.908,0.2558,0.1237,8.164,0.4937,0.1523,0.2973,0.0,0.0,0,0.2107,77,LOW,Authentic Content
MED-11202,Image,0.1932,0.8864,0.7624,44.983,0.1742,0.7983,0.4762,0.0,0.0,1,0.8042,6,CRITICAL,Deepfake Detected
MED-11203,Image,0.8889,0.1013,0.1969,14.623,0.475,0.0543,0.3279,0.0,0.0,0,0.1163,93,LOW,Authentic Content
MED-11204,Video,0.8606,0.1254,0.1633,2.715,0.5396,0.1675,0.1456,0.0543,0.1118,0,0.1271,82,LOW,Authentic Content
MED-11205,Image,0.9502,0.2261,0.1354,5.203,0.4816,0.143,0.1311,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-11206,Video,0.9662,0.1752,0.0989,15.565,0.5178,0.1732,0.0,0.1187,0.0984,0,0.1633,86,LOW,Authentic Content
MED-11207,Image,0.2438,0.8495,0.6812,41.285,0.1467,0.6854,0.5086,0.0,0.0,1,0.833,11,CRITICAL,Deepfake Detected
MED-11208,Video,0.7883,0.1457,0.1681,8.497,0.2175,0.121,0.0538,0.039,0.0399,0,0.0174,96,LOW,Authentic Content
MED-11209,Video,0.2217,0.6062,0.7115,40.784,0.2412,0.398,0.5507,0.8915,0.9125,1,0.9351,14,CRITICAL,Deepfake Detected
MED-11210,Image,0.196,0.6395,0.5197,39.762,0.0901,0.6027,0.3515,0.0,0.0,1,0.8854,14,CRITICAL,Deepfake Detected
MED-11211,Image,0.983,0.1274,0.1522,11.356,0.3494,0.0018,0.2181,0.0,0.0,0,0.1098,86,LOW,Authentic Content
MED-11212,Image,0.8402,0.1763,0.049,11.246,0.4576,0.1313,0.0794,0.0,0.0,0,0.0355,99,LOW,Authentic Content
MED-11213,Image,0.5227,0.732,0.8389,28.099,0.1923,0.5665,0.7263,0.0,0.0,1,0.7824,23,CRITICAL,Deepfake Detected
MED-11214,Image,0.4544,0.0707,0.2194,6.638,0.5652,0.1081,0.2759,0.0,0.0,0,0.1217,88,LOW,Authentic Content
MED-11215,Video,0.0755,0.8167,0.5999,35.479,0.2269,0.7206,0.4411,0.6737,1.0,1,0.9176,5,CRITICAL,Deepfake Detected
MED-11216,Image,0.1659,0.8823,0.431,49.745,0.1638,0.8605,0.5715,0.0,0.0,1,0.8843,13,CRITICAL,Deepfake Detected
MED-11217,Image,0.0991,0.8054,0.8593,44.029,0.1485,0.7935,0.4997,0.0,0.0,1,0.99,5,HIGH,Deepfake Detected
MED-11218,Video,0.4057,0.1776,0.1809,10.935,0.4083,0.236,0.134,0.0928,0.0337,0,0.1428,93,LOW,Authentic Content
MED-11219,Video,0.1785,0.6316,0.5502,34.954,0.2527,0.5113,0.3063,0.3945,0.8227,1,0.6782,29,CRITICAL,Deepfake Detected
MED-11220,Video,0.6871,0.2622,0.2185,8.657,0.5458,0.0967,0.3597,0.0594,0.1327,0,0.0869,95,LOW,Authentic Content
MED-11221,Video,0.8429,0.0,0.037,6.082,0.4526,0.048,0.26,0.1001,0.1071,0,0.01,98,LOW,Authentic Content
MED-11222,Image,0.2184,0.4454,0.7515,26.003,0.115,0.7649,0.8217,0.0,0.0,1,0.8551,10,CRITICAL,Deepfake Detected
MED-11223,Video,0.7995,0.2225,0.3544,6.668,0.5217,0.1304,0.2424,0.1066,0.0874,0,0.0796,99,LOW,Authentic Content
MED-11224,Image,0.7394,0.1729,0.2258,9.106,0.6341,0.0303,0.1798,0.0,0.0,0,0.1061,90,LOW,Authentic Content
MED-11225,Image,0.5431,0.1835,0.2289,2.655,0.5952,0.1308,0.2413,0.0,0.0,0,0.0843,93,LOW,Authentic Content
MED-11226,Video,0.2681,0.6681,0.7522,48.405,0.3372,0.7346,0.6253,0.8388,0.7595,1,0.744,21,CRITICAL,Deepfake Detected
MED-11227,Image,0.0646,0.8584,0.9067,39.997,0.2006,0.459,0.6995,0.0,0.0,1,0.888,14,CRITICAL,Deepfake Detected
MED-11228,Video,0.2583,0.6335,0.8394,56.829,0.2688,0.5531,0.6446,0.5323,0.4238,1,0.8424,22,CRITICAL,Deepfake Detected
MED-11229,Video,0.893,0.0968,0.0411,7.562,0.5328,0.1961,0.2749,0.161,0.1632,0,0.1,85,LOW,Authentic Content
MED-11230,Video,0.368,0.631,0.7801,52.431,0.1684,0.6368,0.6625,0.4173,0.9411,1,0.7621,14,CRITICAL,Deepfake Detected
MED-11231,Video,0.0555,0.8295,0.7372,43.751,0.321,0.4069,0.537,0.6253,0.7502,1,0.7251,32,HIGH,Deepfake Detected
MED-11232,Video,0.8612,0.136,0.0704,12.381,0.3488,0.0911,0.1998,0.1206,0.1198,0,0.0905,91,LOW,Authentic Content
MED-11233,Video,0.4975,0.2694,0.217,13.14,0.5222,0.033,0.2769,0.137,0.12,0,0.0763,94,LOW,Authentic Content
MED-11234,Video,0.6676,0.1363,0.382,8.456,0.665,0.0542,0.1855,0.1276,0.2083,0,0.0439,94,LOW,Authentic Content
MED-11235,Image,0.8208,0.3017,0.3336,0.0,0.5734,0.1608,0.143,0.0,0.0,0,0.059,95,LOW,Authentic Content
MED-11236,Video,0.2551,0.7549,0.7482,37.713,0.1227,0.798,0.3382,0.8625,0.3672,1,0.8346,22,HIGH,Deepfake Detected
MED-11237,Image,0.3703,0.4445,0.5262,36.005,0.1722,0.4528,0.624,0.0,0.0,1,0.878,11,CRITICAL,Deepfake Detected
MED-11238,Image,0.3819,0.8807,0.5559,32.326,0.1163,0.5348,0.6867,0.0,0.0,1,0.8607,9,CRITICAL,Deepfake Detected
MED-11239,Image,0.4976,0.3335,0.2573,10.1,0.441,0.1054,0.1401,0.0,0.0,0,0.0548,89,LOW,Authentic Content
MED-11240,Image,0.7569,0.1144,0.1189,9.217,0.6498,0.2154,0.0,0.0,0.0,0,0.0299,95,LOW,Authentic Content
MED-11241,Image,0.6658,0.2162,0.2105,8.878,0.5267,0.1599,0.0209,0.0,0.0,0,0.1727,73,LOW,Authentic Content
MED-11242,Image,0.0995,0.8194,0.8309,50.434,0.1242,0.6019,0.5061,0.0,0.0,1,0.8107,22,HIGH,Deepfake Detected
MED-11243,Video,0.0585,0.8117,0.8458,33.046,0.1715,0.7931,0.5896,0.8723,0.7849,1,0.8753,5,CRITICAL,Deepfake Detected
MED-11244,Video,0.9632,0.152,0.0754,11.077,0.7194,0.0817,0.2364,0.1078,0.1543,0,0.0525,97,LOW,Authentic Content
MED-11245,Video,0.1016,0.7639,0.5724,42.391,0.2557,0.7569,0.5248,0.5537,0.5054,1,0.99,5,HIGH,Deepfake Detected
MED-11246,Video,0.9037,0.1791,0.0901,3.815,0.4975,0.0478,0.1151,0.1058,0.062,0,0.1056,95,LOW,Authentic Content
MED-11247,Image,0.6411,0.8081,0.9008,41.867,0.1334,0.8251,0.7159,0.0,0.0,1,0.9605,5,CRITICAL,Deepfake Detected
MED-11248,Video,0.2865,0.732,0.6015,50.632,0.1165,0.7744,0.4484,0.4675,0.7438,1,0.9079,10,CRITICAL,Deepfake Detected
MED-11249,Video,0.8511,0.0123,0.0916,6.694,0.6842,0.1741,0.3299,0.1827,0.0879,0,0.0687,91,LOW,Authentic Content
MED-11250,Image,0.9189,0.1093,0.1975,11.373,0.5536,0.1375,0.171,0.0,0.0,0,0.0661,89,LOW,Authentic Content
MED-11251,Image,0.9506,0.0515,0.2321,11.451,0.4674,0.1632,0.0172,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-11252,Image,0.8497,0.1643,0.1737,12.959,0.5709,0.1475,0.2932,0.0,0.0,0,0.0567,89,LOW,Authentic Content
MED-11253,Video,0.3017,0.5875,0.8385,50.316,0.2427,0.7769,0.6483,0.6437,0.6737,1,0.971,5,HIGH,Deepfake Detected
MED-11254,Image,0.2469,0.7389,0.7984,40.252,0.0506,0.5565,0.4787,0.0,0.0,1,0.99,5,HIGH,Deepfake Detected
MED-11255,Video,0.8294,0.2242,0.1192,6.496,0.4397,0.1001,0.3141,0.1286,0.0521,0,0.044,97,LOW,Authentic Content
MED-11256,Image,0.9054,0.0913,0.0999,7.234,0.3894,0.1273,0.1835,0.0,0.0,0,0.1016,95,LOW,Authentic Content
MED-11257,Video,0.7671,0.2878,0.0,10.613,0.5009,0.069,0.2641,0.1855,0.1665,0,0.0577,90,LOW,Authentic Content
MED-11258,Image,0.1954,0.8525,0.5156,30.014,0.186,0.4898,0.772,0.0,0.0,1,0.99,5,CRITICAL,Deepfake Detected
MED-11259,Image,0.3823,0.8568,0.4562,35.659,0.1245,0.8374,0.5431,0.0,0.0,1,0.99,5,HIGH,Deepfake Detected
MED-11260,Video,0.9135,0.0555,0.2535,5.978,0.5753,0.2188,0.112,0.1239,0.1523,0,0.0284,99,LOW,Authentic Content
MED-11261,Image,0.8349,0.098,0.2925,6.443,0.4546,0.1037,0.1502,0.0,0.0,0,0.1293,88,LOW,Authentic Content
MED-11262,Image,0.2135,0.7385,0.6691,48.665,0.1622,0.5452,0.4038,0.0,0.0,1,0.9483,5,CRITICAL,Deepfake Detected
MED-11263,Image,0.2801,0.9155,0.3756,59.31,0.1314,0.654,0.7224,0.0,0.0,1,0.6385,34,HIGH,Deepfake Detected
MED-11264,Image,0.2462,0.8024,0.7554,43.491,0.0927,0.5298,0.6875,0.0,0.0,1,0.9337,10,CRITICAL,Deepfake Detected
MED-11265,Video,0.9181,0.0567,0.1539,11.869,0.5626,0.2208,0.176,0.0755,0.0759,0,0.0484,89,LOW,Authentic Content
MED-11266,Image,0.6319,0.2095,0.1765,11.752,0.4065,0.0674,0.2581,0.0,0.0,0,0.0788,95,LOW,Authentic Content
MED-11267,Image,0.4749,0.9005,0.5355,36.233,0.1796,0.4961,0.8019,0.0,0.0,1,0.7808,20,HIGH,Deepfake Detected
MED-11268,Video,0.7402,0.0492,0.2121,0.075,0.5169,0.084,0.2813,0.1878,0.1001,0,0.1634,82,LOW,Authentic Content
MED-11269,Image,0.3,0.6696,0.5343,35.254,0.2299,0.6304,0.6883,0.0,0.0,1,0.8884,6,CRITICAL,Deepfake Detected
MED-11270,Image,0.8897,0.169,0.0566,8.312,0.6497,0.1257,0.1466,0.0,0.0,0,0.0581,95,LOW,Authentic Content
MED-11271,Image,0.6145,0.1648,0.174,9.444,0.4925,0.0601,0.2171,0.0,0.0,0,0.119,87,LOW,Authentic Content
MED-11272,Video,0.9519,0.3294,0.1595,6.491,0.4881,0.0631,0.1065,0.1021,0.1268,0,0.0934,90,LOW,Authentic Content
MED-11273,Image,0.7088,0.1392,0.1671,8.925,0.5782,0.1625,0.3586,0.0,0.0,0,0.1318,80,LOW,Authentic Content
MED-11274,Image,0.6449,0.2452,0.3109,1.859,0.3485,0.1858,0.2696,0.0,0.0,0,0.1102,89,LOW,Authentic Content
MED-11275,Image,0.1687,0.8136,0.743,46.578,0.2327,0.582,0.4575,0.0,0.0,1,0.7752,17,CRITICAL,Deepfake Detected
MED-11276,Image,0.691,0.1729,0.2993,8.402,0.4904,0.1548,0.1303,0.0,0.0,0,0.0884,86,LOW,Authentic Content
MED-11277,Video,0.677,0.0215,0.1732,5.539,0.6244,0.1652,0.2406,0.0648,0.1731,0,0.01,92,LOW,Authentic Content
MED-11278,Image,0.7059,0.4448,0.7341,51.61,0.228,0.8259,0.4161,0.0,0.0,1,0.8086,14,CRITICAL,Deepfake Detected
MED-11279,Image,0.2987,0.3768,0.9266,36.909,0.1212,0.7459,0.6486,0.0,0.0,1,0.7524,25,HIGH,Deepfake Detected
MED-11280,Image,0.5686,0.7081,0.6446,41.378,0.2683,0.2459,0.639,0.0,0.0,1,0.804,21,HIGH,Deepfake Detected
MED-11281,Image,0.5185,0.7814,0.8042,31.416,0.1333,0.671,0.5497,0.0,0.0,1,0.9388,5,HIGH,Deepfake Detected
MED-11282,Video,0.6296,0.1087,0.159,13.268,0.4865,0.1247,0.1659,0.1353,0.1293,0,0.0198,94,LOW,Authentic Content
MED-11283,Image,0.6588,0.1399,0.2497,9.202,0.7365,0.1141,0.3074,0.0,0.0,0,0.1324,89,LOW,Authentic Content
MED-11284,Image,0.398,0.0314,0.1795,8.317,0.3636,0.0316,0.2389,0.0,0.0,0,0.1323,87,LOW,Authentic Content
MED-11285,Video,0.882,0.2405,0.0547,8.745,0.508,0.1036,0.1673,0.1191,0.1691,0,0.1041,89,LOW,Authentic Content
MED-11286,Image,0.286,0.6097,0.835,25.59,0.1471,0.7478,0.4441,0.0,0.0,1,0.6927,31,CRITICAL,Deepfake Detected
MED-11287,Video,0.5907,0.1636,0.1855,13.755,0.4038,0.0576,0.1273,0.1173,0.1232,0,0.1226,87,LOW,Authentic Content
MED-11288,Image,0.5984,0.9849,0.57,38.38,0.1098,0.7137,0.3323,0.0,0.0,1,0.7464,31,HIGH,Deepfake Detected
MED-11289,Video,0.2316,0.7782,0.6645,38.32,0.0864,0.6713,0.6378,0.5237,0.9536,1,0.7663,24,CRITICAL,Deepfake Detected
MED-11290,Image,0.0742,0.5787,0.9022,36.017,0.1329,0.8374,0.7046,0.0,0.0,1,0.8448,18,CRITICAL,Deepfake Detected
MED-11291,Image,0.0363,0.7373,0.6697,34.791,0.1481,0.6437,0.6113,0.0,0.0,1,0.8471,12,CRITICAL,Deepfake Detected
MED-11292,Image,0.8162,0.0445,0.2957,8.391,0.4476,0.0408,0.2112,0.0,0.0,0,0.1672,81,LOW,Authentic Content
MED-11293,Video,0.2125,0.854,0.9317,38.057,0.0,0.7121,0.5562,0.2908,0.4481,1,0.9475,5,HIGH,Deepfake Detected
MED-11294,Image,0.1924,0.6863,0.9351,37.951,0.2205,0.6991,0.6301,0.0,0.0,1,0.8156,17,HIGH,Deepfake Detected
MED-11295,Video,0.2825,0.4607,1.0,30.501,0.1259,0.7611,0.5086,0.5675,0.537,1,0.8992,8,HIGH,Deepfake Detected
MED-11296,Image,0.4591,0.4177,0.5734,20.238,0.2356,0.7716,0.5304,0.0,0.0,1,0.9821,5,CRITICAL,Deepfake Detected
MED-11297,Image,0.616,0.1735,0.1813,11.474,0.4974,0.1153,0.17,0.0,0.0,0,0.0703,89,LOW,Authentic Content
MED-11298,Image,0.0892,0.7435,0.6706,48.445,0.1327,0.4818,0.3886,0.0,0.0,1,0.9813,5,CRITICAL,Deepfake Detected
MED-11299,Image,0.8516,0.2119,0.0962,10.918,0.3756,0.11,0.0999,0.0,0.0,0,0.0874,83,LOW,Authentic Content
MED-11300,Image,0.0833,0.3935,0.513,50.088,0.0567,0.5055,0.3759,0.0,0.0,1,0.9463,5,CRITICAL,Deepfake Detected
MED-11301,Image,0.5949,0.4201,0.0636,4.64,0.639,0.1561,0.3109,0.0,0.0,0,0.039,97,LOW,Authentic Content
MED-11302,Video,0.6487,0.2103,0.1154,7.8,0.4468,0.1168,0.2559,0.0173,0.1866,0,0.0116,97,LOW,Authentic Content
MED-11303,Image,0.4591,0.8223,0.8518,31.43,0.1404,0.8042,0.454,0.0,0.0,1,0.8769,16,CRITICAL,Deepfake Detected
MED-11304,Video,0.8718,0.0653,0.1124,3.364,0.5657,0.1475,0.336,0.0783,0.0066,0,0.1289,90,LOW,Authentic Content
MED-11305,Video,0.3037,0.6346,0.6741,48.081,0.2008,0.4944,0.7192,0.5379,0.9788,1,0.7737,20,HIGH,Deepfake Detected
MED-11306,Video,0.0862,0.621,0.9945,70.566,0.305,0.7265,0.5395,0.4763,0.5902,1,0.7947,13,CRITICAL,Deepfake Detected
MED-11307,Video,0.2046,0.6442,0.5441,29.171,0.1498,0.6112,0.5735,0.6155,0.8011,1,0.6737,27,CRITICAL,Deepfake Detected
MED-11308,Video,0.0997,0.9147,0.7993,41.794,0.1985,0.6996,0.3481,0.575,0.8743,1,0.99,5,CRITICAL,Deepfake Detected
MED-11309,Video,0.8901,0.1245,0.0411,7.964,0.5314,0.1052,0.0543,0.1145,0.0439,0,0.1334,84,LOW,Authentic Content
MED-11310,Video,0.3798,0.5915,0.5666,45.168,0.0749,0.5222,0.3905,0.8273,0.5496,1,0.7846,11,CRITICAL,Deepfake Detected
MED-11311,Video,0.7827,0.146,0.1756,9.399,0.4065,0.2498,0.1567,0.0886,0.199,0,0.0691,93,LOW,Authentic Content
MED-11312,Image,0.2462,0.8045,0.5238,19.415,0.2038,0.8002,0.6845,0.0,0.0,1,0.6118,37,CRITICAL,Deepfake Detected
MED-11313,Video,0.2068,0.5147,0.6347,41.181,0.1781,0.5379,0.5696,0.7177,0.3615,1,0.9078,9,HIGH,Deepfake Detected
MED-11314,Image,0.6219,0.0,0.1152,8.447,0.4743,0.1301,0.2703,0.0,0.0,0,0.1304,92,LOW,Authentic Content
MED-11315,Video,0.772,0.1367,0.1147,8.07,0.4387,0.1326,0.156,0.063,0.0792,0,0.1102,88,LOW,Authentic Content
MED-11316,Image,0.2296,0.8441,0.6938,21.643,0.1523,0.3813,0.6696,0.0,0.0,1,0.9267,6,CRITICAL,Deepfake Detected
MED-11317,Video,0.7751,0.1087,0.2481,10.326,0.6784,0.1634,0.1816,0.0184,0.0791,0,0.0409,98,LOW,Authentic Content
MED-11318,Image,0.1585,0.9343,0.5791,61.77,0.1824,0.5908,0.5135,0.0,0.0,1,0.8834,21,HIGH,Deepfake Detected
MED-11319,Video,0.4453,0.8085,0.6731,24.903,0.0611,0.7288,0.6189,0.4099,0.5881,1,0.9661,5,CRITICAL,Deepfake Detected
MED-11320,Video,0.7307,0.1776,0.0,9.598,0.7846,0.0894,0.212,0.1338,0.0,0,0.096,87,LOW,Authentic Content
MED-11321,Image,0.8093,0.2878,0.2321,5.217,0.5023,0.1155,0.2412,0.0,0.0,0,0.1033,97,LOW,Authentic Content
MED-11322,Video,0.6768,0.3384,0.1273,8.708,0.4066,0.1249,0.1376,0.1523,0.1288,0,0.0239,99,LOW,Authentic Content
MED-11323,Image,0.081,0.796,0.6607,23.392,0.1767,0.8465,0.7151,0.0,0.0,1,0.8072,12,HIGH,Deepfake Detected
MED-11324,Image,0.8098,0.0,0.1023,6.181,0.357,0.2555,0.3798,0.0,0.0,0,0.0389,99,LOW,Authentic Content
